[18, 20, 22, 22, 18, 16, 17, 17]
1.404[19, 21, 22, 23, 19, 18, 16, 19]
1.427[18, 21, 20, 23, 19, 21, 17, 17]
1.443[17, 19, 19, 24, 20, 21, 16, 16]
1.465[18, 18, 18, 22, 21, 19, 18, 17]
1.485[17, 18, 17, 22, 22, 21, 18, 20]
1.502[17, 18, 20, 22, 24, 25, 22, 24]
1.526[23, 25, 24, 21, 25, 27, 25, 26]
1.548[24, 28, 25, 20, 24, 27, 25, 27]
1.562[24, 28, 26, 20, 24, 29, 25, 29]
1.583[26, 28, 27, 20, 23, 28, 26, 27]
1.605[26, 29, 25, 20, 21, 23, 23, 22]
1.622[20, 23, 22, 20, 19, 19, 19, 19]
1.644[20, 22, 22, 21, 18, 19, 21, 19]
1.666[20, 23, 20, 22, 18, 18, 20, 20]
1.688[19, 23, 20, 22, 18, 21, 19, 20]
1.703[19, 20, 20, 22, 20, 22, 20, 20]
1.733[19, 19, 20, 23, 20, 22, 21, 20]
1.749[17, 19, 19, 22, 22, 22, 19, 21]
1.763[14, 15, 19, 20, 20, 20, 21, 20]
1.793[13, 18, 18, 20, 19, 20, 21, 22]
1.807[18, 20, 19, 18, 17, 20, 21, 23]
1.823[17, 19, 20, 17, 17, 20, 19, 22]
1.852[21, 20, 20, 20, 16, 20, 18, 21]
1.868[21, 22, 21, 21, 17, 21, 19, 21]
1.883[22, 20, 23, 19, 17, 18, 17, 21]
1.905[18, 20, 20, 20, 19, 19, 17, 19]
1.927[19, 21, 19, 20, 20, 20, 19, 21]
1.942[18, 19, 18, 20, 18, 21, 19, 21]
1.965[18, 18, 19, 19, 19, 20, 20, 20]
1.996[19, 19, 16, 22, 19, 20, 20, 20]
2.002[20, 18, 18, 21, 19, 19, 19, 20]
2.025[20, 17, 20, 21, 18, 20, 18, 20]
2.047[19, 17, 19, 20, 19, 22, 21, 20]
2.062[20, 17, 19, 20, 21, 23, 20, 20]
2.085[20, 16, 20, 17, 22, 24, 23, 21]
2.107[18, 17, 19, 18, 22, 25, 26, 21]
2.13[18, 19, 17, 19, 22, 23, 26, 21]
2.146[19, 19, 18, 21, 22, 22, 24, 22]
2.167[19, 20, 18, 21, 20, 23, 23, 22]
2.182[18, 21, 18, 22, 20, 22, 24, 21]
2.205[18, 20, 18, 21, 19, 21, 22, 22]
2.229[19, 19, 18, 20, 20, 21, 22, 21]
2.242[19, 20, 17, 19, 19, 20, 22, 19]
2.265[18, 21, 17, 18, 20, 20, 23, 18]
2.287[18, 21, 17, 17, 20, 20, 22, 20]
2.31[18, 21, 18, 19, 20, 20, 19, 19]
2.332[16, 20, 19, 18, 20, 21, 19, 20]
2.356[18, 19, 20, 19, 21, 20, 18, 20]
2.37[18, 20, 23, 19, 21, 19, 17, 19]
2.393[19, 18, 21, 19, 22, 19, 17, 19]
2.407[19, 18, 22, 19, 22, 19, 18, 19]
2.43[20, 20, 20, 20, 21, 18, 19, 18]
2.452[17, 19, 20, 19, 20, 18, 20, 18]
2.467[19, 18, 18, 18, 20, 19, 19, 18]
2.49[17, 19, 18, 19, 20, 21, 19, 17]
2.512[18, 20, 18, 19, 20, 20, 18, 17]
2.527[17, 20, 19, 19, 19, 21, 18, 19]
2.55[18, 22, 19, 18, 20, 20, 19, 19]
2.573[17, 22, 19, 20, 20, 22, 20, 17]
2.587[19, 22, 20, 20, 20, 21, 20, 17]
2.61[19, 20, 18, 20, 19, 21, 20, 17]
2.633[18, 20, 19, 19, 20, 20, 18, 18]
2.647[19, 20, 19, 19, 20, 21, 19, 19]
2.67[19, 23, 22, 18, 20, 18, 17, 20]
2.701[18, 22, 22, 19, 19, 17, 18, 21]
2.708[19, 23, 23, 20, 19, 16, 17, 20]
2.73[20, 21, 23, 22, 18, 16, 18, 18]
2.752[18, 22, 23, 21, 19, 17, 15, 17]
2.767[19, 19, 21, 21, 18, 18, 16, 19]
2.79[20, 19, 22, 20, 18, 17, 15, 18]
2.813[21, 19, 20, 20, 19, 17, 15, 18]
2.827[22, 23, 20, 19, 20, 18, 17, 18]
2.85[21, 22, 20, 19, 19, 17, 19, 17]
2.872[22, 24, 19, 19, 19, 16, 19, 17]
2.888[21, 25, 19, 18, 20, 16, 20, 17]
2.912[19, 25, 20, 17, 21, 16, 21, 19]
2.932[20, 23, 22, 18, 21, 17, 20, 20]
2.947[22, 22, 20, 18, 20, 17, 19, 19]
2.978[21, 20, 23, 17, 20, 16, 19, 19]
3.001[21, 20, 23, 18, 19, 18, 21, 18]
3.007[21, 21, 24, 20, 18, 19, 19, 17]
3.03[20, 21, 22, 20, 18, 19, 21, 17]
3.052[19, 21, 24, 19, 18, 20, 20, 18]
3.067[20, 21, 22, 19, 19, 21, 21, 20]
3.09[20, 21, 22, 20, 21, 20, 21, 19]
3.121[19, 20, 20, 17, 22, 20, 21, 19]
3.136[19, 20, 21, 19, 22, 20, 20, 21]
3.15[18, 22, 21, 19, 22, 19, 21, 21]
3.173[18, 23, 20, 19, 21, 17, 21, 20]
3.196[20, 23, 21, 19, 19, 19, 20, 21]
3.21[21, 24, 22, 30, 22, 18, 20, 23]
3.241[22, 24, 23, 30, 22, 18, 21, 21]
3.256[21, 22, 23, 44, 23, 17, 20, 21]
3.27[21, 21, 23, 50, 24, 18, 20, 21]
3.292[19, 20, 23, 50, 26, 16, 21, 21]
3.316[17, 19, 23, 65, 22, 16, 21, 19]
3.33[17, 21, 29, 109, 41, 18, 22, 19]
3.353[18, 23, 32, 113, 41, 21, 23, 19]
3.375[17, 23, 34, 115, 41, 21, 21, 19]
3.398[18, 23, 32, 122, 41, 22, 19, 21]
3.413[18, 25, 35, 118, 42, 23, 18, 22]
3.444[19, 22, 29, 86, 27, 21, 18, 22]
3.45[21, 21, 25, 76, 26, 20, 17, 22]
3.475[21, 21, 25, 71, 24, 21, 18, 24]
3.495[20, 22, 25, 58, 23, 21, 18, 22]
3.51[20, 20, 22, 50, 21, 20, 18, 21]
3.534[19, 21, 22, 36, 18, 20, 18, 22]
3.556[19, 20, 21, 29, 19, 19, 19, 23]
3.57[19, 21, 21, 26, 20, 19, 19, 21]
3.592[21, 20, 20, 23, 21, 18, 20, 21]
3.617[21, 20, 19, 19, 20, 18, 21, 20]
3.63[22, 19, 19, 39, 19, 19, 20, 19]
3.653[22, 18, 22, 42, 19, 20, 20, 19]
3.676[23, 18, 21, 57, 20, 20, 22, 19]
3.691[23, 19, 26, 96, 32, 23, 23, 19]
3.713[22, 18, 29, 106, 39, 24, 22, 20]
3.735[21, 20, 29, 102, 39, 23, 22, 19]
3.758[19, 22, 27, 103, 39, 22, 21, 20]
3.773[17, 22, 26, 97, 39, 22, 19, 21]
3.796[17, 21, 23, 61, 31, 20, 17, 21]
3.81[17, 20, 19, 73, 24, 19, 17, 20]
3.833[18, 20, 19, 73, 25, 18, 15, 21]
3.856[20, 19, 19, 72, 24, 20, 17, 21]
3.87[20, 20, 21, 70, 24, 18, 16, 19]
3.893[19, 20, 21, 69, 25, 19, 19, 19]
3.917[21, 23, 20, 35, 24, 18, 18, 18]
3.93[20, 20, 20, 27, 22, 18, 20, 20]
3.953[21, 22, 20, 25, 22, 14, 18, 19]
3.976[21, 22, 20, 22, 21, 15, 19, 20]
3.999[20, 24, 19, 21, 19, 16, 19, 18]
4.013[20, 22, 20, 38, 17, 17, 19, 18]
4.036[19, 24, 22, 40, 18, 19, 19, 16]
4.05[20, 22, 21, 40, 18, 22, 21, 15]
4.073[19, 21, 20, 41, 19, 24, 22, 16]
4.096[23, 23, 22, 68, 23, 23, 22, 18]
4.118[22, 23, 23, 73, 25, 25, 22, 20]
4.148[22, 21, 23, 73, 26, 24, 22, 19]
4.156[21, 23, 24, 74, 26, 24, 21, 21]
4.178[21, 23, 23, 74, 25, 22, 21, 20]
4.193[17, 19, 22, 52, 24, 22, 21, 22]
4.216[17, 19, 21, 31, 22, 19, 19, 22]
4.238[18, 19, 20, 28, 21, 19, 20, 23]
4.253[18, 18, 21, 34, 21, 18, 18, 23]
4.275[18, 17, 21, 40, 21, 19, 18, 22]
4.298[19, 19, 22, 41, 21, 19, 17, 21]
4.313[19, 19, 21, 42, 20, 19, 17, 20]
4.335[18, 18, 20, 42, 20, 19, 17, 19]
4.358[18, 20, 18, 33, 19, 17, 18, 19]
4.374[19, 21, 18, 26, 19, 17, 19, 20]
4.396[18, 20, 20, 24, 18, 17, 21, 19]
4.418[20, 21, 20, 21, 18, 16, 22, 19]
4.433[21, 22, 21, 19, 18, 17, 22, 20]
4.456[21, 19, 20, 20, 19, 18, 22, 19]
4.478[20, 19, 22, 19, 19, 19, 21, 19]
4.493[21, 20, 21, 17, 18, 19, 18, 18]
4.515[20, 20, 20, 18, 19, 19, 19, 19]
4.538[20, 20, 19, 18, 19, 20, 18, 18]
4.553[20, 21, 20, 17, 18, 22, 18, 18]
4.575[20, 22, 21, 17, 18, 20, 19, 18]
4.598[21, 22, 21, 17, 20, 20, 20, 18]
4.612[21, 22, 21, 16, 21, 19, 19, 18]
4.635[21, 22, 20, 17, 21, 18, 19, 18]
4.658[22, 21, 20, 18, 22, 17, 19, 16]
4.672[22, 20, 18, 20, 21, 18, 19, 16]
4.696[21, 20, 17, 19, 20, 17, 20, 18]
4.726[22, 20, 17, 22, 20, 18, 20, 17]
4.732[22, 19, 20, 21, 20, 19, 19, 18]
4.756[21, 18, 20, 20, 19, 18, 19, 20]
4.778[23, 18, 20, 19, 21, 19, 20, 20]
4.793[22, 17, 21, 19, 21, 19, 20, 18]
4.816[20, 17, 21, 19, 19, 19, 19, 18]
4.838[20, 18, 19, 20, 20, 19, 21, 17]
4.861[20, 19, 19, 20, 21, 18, 20, 19]
4.875[17, 20, 19, 18, 21, 19, 20, 19]
