[41, 59, 300, 115, 40, 24, 26, 50]
2.57[36, 70, 239, 107, 41, 25, 19, 25]
2.57[36, 70, 239, 107, 41, 25, 19, 25]
2.57[36, 70, 239, 107, 41, 25, 19, 25]
2.57[36, 70, 239, 107, 41, 25, 19, 25]
2.57[36, 70, 239, 107, 41, 25, 19, 25]
2.57[36, 68, 251, 113, 40, 25, 20, 26]
2.59[36, 68, 251, 113, 40, 25, 20, 26]
2.59[36, 68, 251, 113, 40, 25, 20, 26]
2.59[36, 68, 251, 113, 40, 25, 20, 26]
2.59[36, 68, 251, 113, 40, 25, 20, 26]
2.59[36, 68, 251, 113, 40, 25, 20, 26]
2.59[36, 68, 251, 113, 40, 25, 20, 26]
2.59[36, 68, 251, 113, 40, 25, 20, 26]
2.59[35, 65, 267, 124, 41, 27, 21, 26]
2.62[35, 65, 267, 124, 41, 27, 21, 26]
2.62[35, 65, 267, 124, 41, 27, 21, 26]
2.62[35, 65, 267, 124, 41, 27, 21, 26]
2.62[35, 65, 267, 124, 41, 27, 21, 26]
2.62[35, 65, 267, 124, 41, 27, 21, 26]
2.62[35, 65, 267, 124, 41, 27, 21, 26]
2.62[35, 65, 267, 124, 41, 27, 21, 26]
2.62[40, 72, 223, 135, 44, 25, 21, 24]
2.63[40, 72, 223, 135, 44, 25, 21, 24]
2.63[40, 72, 223, 135, 44, 25, 21, 24]
2.63[40, 72, 223, 135, 44, 25, 21, 24]
2.63[40, 72, 223, 135, 44, 25, 21, 24]
2.63[40, 72, 223, 135, 44, 25, 21, 24]
2.63[40, 72, 223, 135, 44, 25, 21, 24]
2.63[40, 72, 223, 135, 44, 25, 21, 24]
2.63[38, 65, 183, 124, 42, 26, 20, 22]
2.65[38, 65, 183, 124, 42, 26, 20, 22]
2.65[38, 65, 183, 124, 42, 26, 20, 22]
2.65[38, 65, 183, 124, 42, 26, 20, 22]
2.65[38, 65, 183, 124, 42, 26, 20, 22]
2.65[38, 65, 183, 124, 42, 26, 20, 22]
2.65[38, 65, 183, 124, 42, 26, 20, 22]
2.65[38, 65, 183, 124, 42, 26, 20, 22]
2.65[41, 77, 202, 124, 41, 24, 22, 22]
2.67[41, 77, 202, 124, 41, 24, 22, 22]
2.67[41, 77, 202, 124, 41, 24, 22, 22]
2.67[41, 77, 202, 124, 41, 24, 22, 22]
2.67[41, 77, 202, 124, 41, 24, 22, 22]
2.67[41, 77, 202, 124, 41, 24, 22, 22]
2.67[41, 77, 202, 124, 41, 24, 22, 22]
2.67[41, 77, 202, 124, 41, 24, 22, 22]
2.67[42, 79, 191, 128, 44, 25, 21, 21]
2.69[42, 79, 191, 128, 44, 25, 21, 21]
