[15, 17, 23, 20, 19, 17, 18, 19]
1.265[16, 19, 22, 20, 18, 18, 16, 21]
1.289[16, 21, 21, 21, 20, 17, 20, 20]
1.303[16, 20, 21, 24, 20, 17, 20, 21]
1.327[19, 23, 22, 23, 23, 22, 23, 26]
1.348[24, 28, 25, 21, 27, 24, 26, 26]
1.363[26, 27, 27, 20, 28, 25, 27, 26]
1.389[26, 26, 28, 19, 27, 28, 25, 28]
1.412[29, 27, 28, 16, 29, 28, 25, 28]
1.423[27, 24, 28, 16, 28, 25, 23, 23]
1.446[23, 19, 24, 18, 22, 23, 21, 23]
1.476[20, 21, 23, 19, 22, 22, 22, 21]
1.483[22, 20, 23, 19, 22, 20, 22, 19]
1.514[18, 19, 21, 19, 19, 20, 20, 19]
1.543[19, 20, 21, 18, 18, 18, 20, 20]
1.551[18, 21, 22, 18, 20, 18, 21, 21]
1.566[19, 20, 20, 18, 19, 21, 19, 22]
1.589[17, 21, 19, 19, 18, 20, 20, 22]
1.611[17, 21, 20, 19, 19, 20, 20, 23]
1.626[17, 19, 18, 19, 19, 21, 19, 22]
1.649[16, 18, 16, 20, 18, 21, 18, 19]
1.671[16, 18, 17, 20, 20, 19, 19, 17]
1.686[16, 18, 19, 19, 20, 21, 21, 17]
1.708[17, 18, 18, 19, 21, 22, 19, 16]
1.731[16, 17, 18, 19, 21, 20, 20, 19]
1.754[18, 21, 19, 17, 21, 21, 21, 20]
1.768[19, 19, 19, 16, 20, 21, 21, 19]
1.791[20, 20, 18, 18, 20, 19, 19, 20]
1.806[19, 20, 18, 18, 19, 18, 21, 22]
1.828[20, 21, 21, 18, 20, 18, 22, 22]
1.851[18, 18, 20, 18, 20, 18, 22, 23]
1.867[19, 19, 20, 18, 20, 17, 21, 24]
1.889[16, 19, 20, 17, 20, 19, 21, 23]
1.912[19, 20, 21, 16, 20, 20, 20, 22]
1.926[18, 20, 18, 19, 21, 19, 18, 21]
1.949[20, 21, 20, 19, 21, 18, 18, 19]
1.971[19, 21, 21, 19, 21, 20, 18, 19]
1.987[22, 18, 22, 18, 21, 19, 19, 20]
2.008[20, 19, 22, 18, 21, 18, 18, 20]
2.031[20, 17, 23, 15, 20, 19, 20, 20]
2.046[21, 18, 21, 16, 20, 19, 20, 22]
2.068[21, 19, 21, 19, 21, 18, 21, 22]
2.098[18, 21, 21, 21, 20, 18, 21, 21]
2.106[19, 21, 20, 20, 22, 19, 22, 21]
2.129[19, 21, 19, 20, 22, 19, 21, 23]
2.151[17, 20, 20, 22, 22, 19, 23, 21]
2.172[17, 20, 21, 19, 22, 18, 21, 20]
2.202[18, 18, 19, 19, 24, 20, 20, 21]
2.212[16, 18, 20, 20, 24, 20, 19, 21]
2.232[16, 18, 22, 20, 22, 21, 19, 19]
2.254[17, 19, 22, 20, 22, 21, 18, 19]
2.271[17, 19, 19, 20, 21, 22, 19, 19]
2.294[18, 20, 21, 20, 20, 20, 19, 20]
2.314[20, 20, 21, 20, 20, 21, 18, 20]
2.331[20, 21, 21, 22, 20, 19, 18, 20]
2.352[21, 22, 21, 21, 21, 20, 18, 19]
2.374[21, 22, 22, 21, 20, 20, 17, 19]
2.391[20, 21, 21, 22, 20, 22, 19, 19]
2.414[19, 21, 21, 23, 20, 20, 18, 18]
2.435[19, 21, 19, 21, 19, 20, 19, 18]
2.451[18, 19, 19, 22, 22, 19, 18, 19]
2.472[17, 20, 19, 20, 21, 18, 18, 20]
2.495[19, 19, 19, 19, 20, 16, 17, 22]
2.518[18, 19, 19, 18, 22, 17, 18, 21]
2.532[18, 19, 19, 19, 22, 18, 19, 20]
2.554[18, 20, 18, 18, 19, 18, 20, 20]
2.571[18, 18, 18, 19, 21, 19, 20, 21]
2.592[16, 19, 19, 18, 22, 19, 19, 18]
2.622[18, 18, 18, 19, 20, 18, 19, 18]
2.631[19, 18, 19, 18, 20, 17, 18, 18]
2.653[20, 19, 19, 19, 19, 19, 18, 18]
2.674[21, 19, 18, 17, 18, 20, 19, 16]
2.691[22, 20, 21, 19, 17, 20, 19, 15]
2.712[23, 23, 21, 19, 17, 20, 20, 16]
2.734[23, 21, 22, 20, 17, 21, 21, 17]
2.751[23, 21, 22, 19, 17, 20, 20, 16]
2.772[22, 21, 22, 22, 18, 18, 20, 17]
2.796[21, 20, 19, 19, 20, 18, 20, 17]
2.817[20, 20, 20, 19, 21, 16, 19, 17]
2.832[19, 21, 18, 19, 22, 15, 19, 16]
2.854[19, 23, 20, 22, 23, 15, 20, 19]
2.869[18, 23, 20, 20, 22, 16, 20, 19]
2.9[19, 23, 19, 20, 21, 18, 21, 19]
2.914[20, 21, 21, 22, 20, 19, 21, 18]
2.931[19, 22, 22, 21, 20, 20, 21, 19]
2.952[21, 20, 21, 18, 18, 21, 20, 19]
2.975[19, 22, 21, 20, 18, 20, 20, 17]
2.997[20, 23, 24, 19, 17, 20, 20, 19]
3.012[20, 24, 22, 19, 18, 19, 20, 19]
3.036[21, 23, 21, 21, 18, 19, 20, 18]
3.057[20, 23, 20, 22, 19, 19, 19, 17]
3.073[20, 23, 19, 20, 20, 20, 19, 20]
3.094[20, 21, 17, 22, 20, 19, 18, 19]
3.126[19, 20, 17, 20, 20, 20, 16, 19]
3.14[18, 21, 18, 21, 20, 18, 16, 20]
3.155[18, 22, 18, 23, 23, 17, 17, 20]
3.177[18, 20, 20, 23, 22, 15, 15, 20]
3.192[17, 20, 20, 23, 21, 18, 17, 20]
3.214[19, 22, 21, 23, 21, 17, 18, 20]
3.245[18, 22, 21, 22, 21, 21, 19, 19]
3.252[18, 21, 24, 20, 21, 20, 18, 20]
3.283[17, 22, 24, 21, 22, 21, 19, 18]
3.297[19, 23, 22, 20, 23, 22, 19, 19]
3.313[17, 21, 25, 20, 22, 20, 19, 18]
3.335[18, 19, 24, 18, 22, 19, 18, 19]
3.357[18, 21, 21, 17, 21, 19, 18, 19]
3.373[19, 21, 22, 19, 21, 21, 18, 18]
3.394[18, 20, 24, 19, 22, 20, 17, 19]
3.417[19, 22, 20, 19, 24, 21, 19, 20]
3.432[19, 22, 19, 18, 24, 20, 17, 21]
3.455[19, 22, 21, 18, 23, 20, 17, 21]
3.485[19, 21, 21, 18, 22, 20, 16, 21]
3.492[18, 21, 20, 16, 21, 17, 17, 20]
3.515[19, 20, 21, 18, 20, 17, 16, 21]
3.537[19, 20, 21, 18, 20, 17, 17, 19]
3.553[20, 18, 21, 20, 19, 17, 16, 20]
3.575[18, 21, 20, 19, 20, 16, 20, 19]
3.597[19, 20, 19, 19, 21, 18, 18, 19]
3.612[20, 20, 19, 19, 19, 20, 17, 19]
3.634[19, 21, 20, 19, 20, 19, 18, 20]
3.657[18, 22, 17, 18, 21, 22, 18, 19]
3.672[19, 20, 18, 20, 20, 20, 17, 20]
3.695[19, 19, 21, 21, 19, 20, 18, 20]
3.725[17, 20, 21, 19, 20, 17, 19, 19]
3.733[18, 19, 20, 19, 19, 19, 19, 18]
3.755[19, 20, 21, 19, 18, 17, 20, 16]
3.777[19, 21, 20, 20, 19, 17, 17, 16]
3.799[18, 22, 19, 21, 17, 17, 17, 17]
3.814[18, 19, 19, 23, 18, 20, 18, 18]
3.838[20, 20, 19, 24, 19, 17, 18, 19]
3.852[19, 18, 20, 24, 18, 18, 18, 20]
3.875[19, 18, 20, 22, 17, 20, 20, 20]
3.906[20, 18, 20, 21, 18, 19, 19, 18]
3.919[20, 20, 19, 19, 18, 19, 19, 18]
3.936[21, 18, 20, 21, 17, 19, 18, 18]
3.957[22, 18, 19, 20, 19, 19, 20, 18]
3.979[22, 19, 21, 20, 20, 18, 19, 19]
3.994[22, 22, 22, 19, 20, 18, 23, 20]
4.017[23, 21, 22, 20, 21, 19, 22, 21]
4.04[21, 22, 23, 18, 22, 19, 22, 21]
4.055[20, 24, 23, 21, 22, 20, 22, 21]
4.077[19, 23, 21, 20, 22, 19, 21, 23]
4.107[21, 21, 20, 21, 22, 20, 17, 22]
4.116[22, 22, 19, 20, 20, 19, 19, 22]
4.145[22, 22, 19, 19, 20, 20, 19, 21]
4.159[22, 21, 18, 17, 19, 18, 18, 19]
4.183[22, 23, 19, 19, 18, 19, 19, 17]
4.197[19, 24, 19, 18, 19, 17, 19, 16]
4.219[17, 24, 21, 19, 20, 18, 17, 16]
