[20, 24, 19, 20, 19, 21, 21, 17]
0.82[22, 25, 22, 21, 20, 25, 22, 18]
0.844[22, 25, 22, 22, 18, 25, 21, 20]
0.866[22, 23, 24, 21, 20, 26, 23, 23]
0.881[23, 23, 23, 19, 22, 27, 22, 24]
0.903[25, 21, 22, 23, 23, 24, 21, 23]
0.926[23, 22, 19, 23, 22, 20, 18, 22]
0.944[23, 22, 22, 23, 21, 20, 21, 21]
0.963[25, 21, 20, 24, 22, 17, 20, 20]
0.986[24, 20, 20, 26, 19, 18, 20, 21]
1.001[20, 21, 22, 24, 20, 20, 21, 21]
1.024[21, 19, 23, 23, 21, 22, 22, 21]
1.046[21, 20, 20, 22, 23, 21, 22, 20]
1.061[18, 20, 21, 23, 22, 23, 21, 19]
1.084[21, 20, 21, 20, 22, 23, 21, 17]
1.106[20, 19, 20, 18, 20, 23, 22, 20]
1.121[19, 36, 21, 21, 21, 22, 21, 19]
1.144[19, 37, 22, 23, 18, 21, 20, 20]
1.174[21, 38, 22, 22, 19, 22, 21, 19]
1.188[21, 39, 24, 22, 19, 23, 21, 19]
1.204[22, 41, 23, 22, 19, 22, 20, 19]
1.226[22, 28, 22, 21, 21, 21, 20, 19]
1.248[22, 26, 21, 19, 23, 21, 21, 18]
1.271[21, 26, 20, 19, 22, 22, 21, 18]
1.286[18, 23, 19, 21, 21, 20, 22, 18]
1.308[19, 22, 20, 21, 19, 25, 22, 16]
1.323[21, 20, 19, 21, 15, 25, 23, 16]
1.346[20, 20, 18, 21, 12, 26, 20, 19]
1.368[20, 18, 18, 21, 12, 23, 21, 19]
1.391[20, 18, 18, 18, 13, 24, 22, 21]
1.406[18, 17, 20, 18, 14, 24, 21, 21]
1.428[15, 17, 20, 20, 16, 26, 24, 21]
1.444[13, 18, 20, 21, 19, 26, 25, 19]
1.468[14, 17, 21, 21, 19, 28, 24, 19]
1.488[14, 21, 22, 21, 21, 28, 23, 17]
1.51[15, 20, 22, 23, 21, 23, 24, 16]
1.525[18, 20, 25, 22, 20, 22, 20, 17]
1.548[19, 20, 24, 21, 18, 23, 20, 18]
1.563[18, 21, 23, 20, 19, 22, 19, 18]
1.585[19, 18, 21, 20, 23, 23, 18, 20]
1.608[19, 21, 23, 17, 22, 23, 17, 20]
1.624[19, 23, 20, 18, 23, 21, 18, 19]
1.646[20, 21, 21, 18, 23, 22, 17, 19]
1.668[22, 23, 22, 20, 25, 21, 17, 19]
1.684[21, 23, 22, 20, 21, 22, 18, 18]
1.706[19, 21, 21, 20, 22, 22, 17, 19]
1.728[19, 19, 22, 21, 22, 24, 19, 20]
1.752[18, 22, 24, 21, 24, 23, 21, 20]
1.773[15, 21, 24, 20, 21, 24, 20, 21]
1.787[18, 21, 24, 21, 22, 22, 19, 20]
1.811[21, 23, 21, 22, 23, 22, 19, 20]
1.833[20, 23, 21, 22, 23, 20, 17, 21]
1.847[21, 20, 19, 21, 22, 21, 16, 19]
1.871[22, 21, 21, 22, 23, 20, 19, 19]
1.893[21, 22, 22, 21, 21, 21, 18, 19]
1.907[19, 19, 24, 20, 19, 22, 19, 19]
1.931[20, 19, 23, 21, 21, 21, 19, 19]
1.953[19, 21, 22, 21, 21, 19, 19, 20]
1.967[18, 20, 21, 20, 23, 20, 16, 18]
1.991[16, 20, 20, 20, 23, 21, 17, 19]
2.029[18, 22, 19, 21, 24, 20, 16, 21]
2.03[16, 22, 20, 19, 23, 20, 16, 20]
2.051[17, 23, 20, 18, 22, 22, 18, 20]
2.073[18, 22, 19, 17, 20, 20, 18, 21]
2.087[31, 21, 22, 17, 20, 19, 18, 21]
2.111[31, 22, 22, 17, 21, 19, 18, 20]
2.133[32, 21, 21, 18, 21, 19, 18, 20]
2.147[33, 19, 22, 18, 22, 19, 17, 19]
2.171[33, 23, 22, 18, 21, 19, 17, 18]
2.193[24, 22, 20, 18, 22, 19, 16, 16]
2.207[23, 22, 22, 21, 21, 20, 15, 16]
2.231[22, 23, 21, 20, 22, 23, 15, 16]
2.253[21, 23, 21, 20, 22, 23, 15, 16]
