[30, 74, 320, 196, 75, 30, 23, 25]
1.04[26, 58, 172, 173, 60, 36, 26, 26]
1.04[26, 58, 172, 173, 60, 36, 26, 26]
1.04[26, 58, 172, 173, 60, 36, 26, 26]
1.04[26, 58, 172, 173, 60, 36, 26, 26]
1.04[26, 58, 172, 173, 60, 36, 26, 26]
1.04[26, 58, 172, 173, 60, 36, 26, 26]
1.04[26, 57, 194, 190, 71, 36, 26, 27]
1.05[26, 57, 194, 190, 71, 36, 26, 27]
1.05[26, 57, 194, 190, 71, 36, 26, 27]
1.05[26, 57, 194, 190, 71, 36, 26, 27]
1.05[26, 57, 194, 190, 71, 36, 26, 27]
1.05[26, 57, 194, 190, 71, 36, 26, 27]
1.05[26, 57, 194, 190, 71, 36, 26, 27]
1.05[26, 57, 194, 190, 71, 36, 26, 27]
1.05[26, 57, 211, 197, 71, 41, 28, 28]
1.07[26, 57, 211, 197, 71, 41, 28, 28]
1.07[26, 57, 211, 197, 71, 41, 28, 28]
1.07[26, 57, 211, 197, 71, 41, 28, 28]
1.07[26, 57, 211, 197, 71, 41, 28, 28]
1.07[26, 57, 211, 197, 71, 41, 28, 28]
1.07[26, 57, 211, 197, 71, 41, 28, 28]
1.07[26, 57, 211, 197, 71, 41, 28, 28]
1.07[24, 83, 295, 239, 76, 41, 30, 29]
1.09[24, 83, 295, 239, 76, 41, 30, 29]
1.09[24, 83, 295, 239, 76, 41, 30, 29]
1.09[24, 83, 295, 239, 76, 41, 30, 29]
1.09[24, 83, 295, 239, 76, 41, 30, 29]
1.09[24, 83, 295, 239, 76, 41, 30, 29]
1.09[24, 83, 295, 239, 76, 41, 30, 29]
1.09[24, 83, 295, 239, 76, 41, 30, 29]
1.09[24, 84, 303, 254, 80, 40, 28, 27]
1.11[24, 84, 303, 254, 80, 40, 28, 27]
1.11[24, 84, 303, 254, 80, 40, 28, 27]
1.11[24, 84, 303, 254, 80, 40, 28, 27]
1.11[24, 84, 303, 254, 80, 40, 28, 27]
1.11[24, 84, 303, 254, 80, 40, 28, 27]
1.11[24, 84, 303, 254, 80, 40, 28, 27]
1.11[24, 84, 303, 254, 80, 40, 28, 27]
1.11[22, 85, 318, 251, 77, 41, 27, 26]
1.13[22, 85, 318, 251, 77, 41, 27, 26]
1.13[22, 85, 318, 251, 77, 41, 27, 26]
1.13[22, 85, 318, 251, 77, 41, 27, 26]
1.13[22, 85, 318, 251, 77, 41, 27, 26]
1.13[22, 85, 318, 251, 77, 41, 27, 26]
1.13[22, 85, 318, 251, 77, 41, 27, 26]
1.13[22, 85, 318, 251, 77, 41, 27, 26]
1.13[25, 88, 325, 284, 82, 44, 23, 27]
1.15[25, 88, 325, 284, 82, 44, 23, 27]
1.15[25, 88, 325, 284, 82, 44, 23, 27]
1.15[25, 88, 325, 284, 82, 44, 23, 27]
1.15[25, 88, 325, 284, 82, 44, 23, 27]
1.15[25, 88, 325, 284, 82, 44, 23, 27]
1.15[25, 88, 325, 284, 82, 44, 23, 27]
1.15[25, 88, 325, 284, 82, 44, 23, 27]
1.15[23, 90, 320, 324, 94, 43, 24, 23]
1.17[23, 90, 320, 324, 94, 43, 24, 23]
1.17[23, 90, 320, 324, 94, 43, 24, 23]
1.17[23, 90, 320, 324, 94, 43, 24, 23]
1.17[23, 90, 320, 324, 94, 43, 24, 23]
1.17[23, 90, 320, 324, 94, 43, 24, 23]
1.17[23, 90, 320, 324, 94, 43, 24, 23]
1.17[23, 90, 320, 324, 94, 43, 24, 23]
1.17[25, 91, 294, 296, 89, 45, 24, 24]
1.19[25, 91, 294, 296, 89, 45, 24, 24]
1.19[25, 91, 294, 296, 89, 45, 24, 24]
1.19[25, 91, 294, 296, 89, 45, 24, 24]
1.19[25, 91, 294, 296, 89, 45, 24, 24]
1.19[25, 91, 294, 296, 89, 45, 24, 24]
1.19[25, 91, 294, 296, 89, 45, 24, 24]
1.19[25, 91, 294, 296, 89, 45, 24, 24]
1.19[25, 91, 283, 289, 87, 42, 24, 25]
1.21[25, 91, 283, 289, 87, 42, 24, 25]
1.21[25, 91, 283, 289, 87, 42, 24, 25]
1.21[25, 91, 283, 289, 87, 42, 24, 25]
1.21[25, 91, 283, 289, 87, 42, 24, 25]
1.21[25, 91, 283, 289, 87, 42, 24, 25]
1.21[25, 91, 283, 289, 87, 42, 24, 25]
1.21[25, 91, 283, 289, 87, 42, 24, 25]
1.21[26, 94, 277, 283, 88, 40, 25, 25]
1.24[26, 94, 277, 283, 88, 40, 25, 25]
1.24[26, 94, 277, 283, 88, 40, 25, 25]
1.24[26, 94, 277, 283, 88, 40, 25, 25]
1.24[26, 94, 277, 283, 88, 40, 25, 25]
1.24[26, 94, 277, 283, 88, 40, 25, 25]
1.24[26, 94, 277, 283, 88, 40, 25, 25]
1.24[26, 94, 277, 283, 88, 40, 25, 25]
1.24[23, 92, 262, 230, 72, 35, 24, 23]
1.25[23, 92, 262, 230, 72, 35, 24, 23]
1.25[23, 92, 262, 230, 72, 35, 24, 23]
1.25[23, 92, 262, 230, 72, 35, 24, 23]
1.25[23, 92, 262, 230, 72, 35, 24, 23]
1.25[23, 92, 262, 230, 72, 35, 24, 23]
1.25[23, 92, 262, 230, 72, 35, 24, 23]
1.25[23, 92, 262, 230, 72, 35, 24, 23]
1.25[24, 93, 258, 151, 48, 30, 22, 25]
1.27[24, 93, 258, 151, 48, 30, 22, 25]
1.27[24, 93, 258, 151, 48, 30, 22, 25]
1.27[24, 93, 258, 151, 48, 30, 22, 25]
1.27[24, 93, 258, 151, 48, 30, 22, 25]
1.27[24, 93, 258, 151, 48, 30, 22, 25]
1.27[24, 93, 258, 151, 48, 30, 22, 25]
1.27[24, 93, 258, 151, 48, 30, 22, 25]
1.27[24, 78, 218, 138, 46, 25, 21, 26]
1.29[24, 78, 218, 138, 46, 25, 21, 26]
1.29[24, 78, 218, 138, 46, 25, 21, 26]
1.29[24, 78, 218, 138, 46, 25, 21, 26]
1.29[24, 78, 218, 138, 46, 25, 21, 26]
1.29[24, 78, 218, 138, 46, 25, 21, 26]
1.29[24, 78, 218, 138, 46, 25, 21, 26]
1.29[24, 78, 218, 138, 46, 25, 21, 26]
1.29[25, 86, 231, 141, 42, 28, 22, 25]
1.32[25, 86, 231, 141, 42, 28, 22, 25]
1.32[25, 86, 231, 141, 42, 28, 22, 25]
1.32[25, 86, 231, 141, 42, 28, 22, 25]
1.32[25, 86, 231, 141, 42, 28, 22, 25]
1.32[25, 86, 231, 141, 42, 28, 22, 25]
1.32[25, 86, 231, 141, 42, 28, 22, 25]
1.32[25, 86, 231, 141, 42, 28, 22, 25]
1.32[24, 92, 266, 148, 38, 26, 22, 27]
1.33[24, 92, 266, 148, 38, 26, 22, 27]
1.33[24, 92, 266, 148, 38, 26, 22, 27]
1.33[24, 92, 266, 148, 38, 26, 22, 27]
1.33[24, 92, 266, 148, 38, 26, 22, 27]
1.33[24, 92, 266, 148, 38, 26, 22, 27]
1.33[24, 92, 266, 148, 38, 26, 22, 27]
1.33[24, 92, 266, 148, 38, 26, 22, 27]
1.33[24, 93, 261, 142, 39, 28, 24, 26]
1.36[24, 93, 261, 142, 39, 28, 24, 26]
1.36[24, 93, 261, 142, 39, 28, 24, 26]
1.36[24, 93, 261, 142, 39, 28, 24, 26]
1.36[24, 93, 261, 142, 39, 28, 24, 26]
1.36[24, 93, 261, 142, 39, 28, 24, 26]
1.36[24, 93, 261, 142, 39, 28, 24, 26]
1.36[24, 93, 261, 142, 39, 28, 24, 26]
1.36[24, 88, 261, 127, 40, 28, 24, 26]
1.37[24, 88, 261, 127, 40, 28, 24, 26]
1.37[24, 88, 261, 127, 40, 28, 24, 26]
