[22, 21, 74, 22, 17, 16, 15, 19]
0.811[20, 18, 104, 26, 18, 20, 15, 18]
0.834[18, 18, 131, 32, 19, 19, 16, 18]
0.856[18, 17, 131, 33, 20, 21, 18, 18]
0.871[16, 18, 133, 31, 18, 20, 19, 18]
0.894[17, 18, 136, 36, 20, 22, 19, 18]
0.916[19, 18, 122, 35, 21, 22, 24, 21]
0.931[24, 23, 98, 31, 23, 25, 26, 24]
0.954[25, 25, 99, 32, 25, 26, 26, 23]
0.976[26, 25, 94, 32, 27, 28, 27, 25]
0.991[26, 25, 93, 30, 26, 26, 27, 25]
1.02[26, 26, 108, 29, 25, 24, 24, 23]
1.036[22, 23, 110, 27, 23, 22, 22, 19]
1.051[21, 21, 103, 25, 21, 21, 20, 21]
1.074[19, 24, 117, 30, 20, 19, 19, 20]
1.096[18, 23, 119, 31, 20, 20, 18, 20]
1.111[17, 23, 105, 29, 20, 20, 18, 20]
1.134[17, 23, 100, 28, 21, 20, 17, 22]
1.155[16, 23, 107, 34, 20, 21, 17, 22]
1.171[17, 22, 98, 33, 19, 20, 18, 21]
1.194[17, 23, 89, 30, 20, 19, 20, 20]
1.215[19, 22, 80, 31, 18, 19, 19, 22]
1.231[21, 24, 136, 35, 21, 18, 19, 19]
1.254[20, 25, 132, 30, 22, 18, 20, 18]
1.275[23, 28, 137, 28, 24, 21, 20, 19]
1.291[24, 28, 141, 28, 25, 22, 18, 19]
1.314[24, 34, 205, 33, 27, 22, 20, 19]
1.335[22, 31, 188, 30, 24, 23, 23, 19]
1.351[22, 31, 189, 31, 24, 22, 21, 19]
1.374[20, 27, 186, 32, 23, 20, 20, 19]
1.395[20, 27, 195, 33, 23, 19, 21, 18]
1.411[19, 22, 146, 29, 21, 19, 19, 17]
1.434[19, 23, 130, 29, 22, 20, 18, 17]
1.455[20, 24, 137, 34, 23, 20, 20, 18]
1.471[21, 23, 129, 33, 22, 19, 20, 19]
1.494[21, 22, 109, 31, 22, 18, 18, 20]
1.515[20, 23, 92, 30, 21, 18, 18, 21]
1.531[21, 21, 95, 30, 18, 17, 18, 21]
1.554[21, 20, 87, 24, 18, 18, 17, 19]
1.575[20, 20, 89, 22, 18, 19, 18, 18]
1.591[19, 21, 89, 23, 17, 19, 20, 18]
1.614[19, 19, 78, 23, 19, 19, 20, 19]
1.635[20, 20, 73, 21, 21, 19, 19, 20]
1.657[19, 20, 63, 24, 21, 19, 20, 21]
1.674[17, 21, 77, 26, 21, 20, 20, 22]
1.702[18, 21, 77, 24, 21, 20, 20, 21]
1.717[19, 21, 85, 27, 20, 20, 20, 21]
1.74[17, 21, 82, 29, 19, 19, 20, 21]
1.755[18, 23, 79, 26, 18, 19, 20, 21]
1.778[17, 21, 67, 23, 21, 17, 20, 22]
1.8[17, 24, 100, 30, 21, 18, 18, 21]
1.815[17, 24, 100, 28, 23, 19, 18, 20]
1.837[19, 23, 100, 26, 24, 19, 17, 19]
1.86[19, 23, 100, 28, 25, 20, 15, 19]
1.875[20, 22, 100, 28, 24, 23, 16, 16]
1.897[20, 20, 71, 23, 24, 23, 17, 17]
1.92[20, 21, 80, 24, 24, 22, 18, 18]
1.935[21, 22, 88, 25, 23, 23, 18, 18]
1.958[20, 21, 88, 23, 23, 20, 18, 18]
1.981[20, 22, 86, 24, 23, 19, 18, 18]
1.995[20, 20, 105, 26, 22, 19, 18, 19]
2.018[19, 21, 107, 27, 20, 20, 18, 19]
2.04[17, 22, 96, 25, 20, 20, 17, 18]
2.055[18, 23, 96, 27, 20, 21, 19, 17]
2.077[19, 22, 96, 27, 19, 19, 20, 17]
2.1[19, 22, 85, 25, 18, 18, 20, 15]
2.115[19, 23, 67, 24, 19, 18, 18, 17]
2.137[19, 23, 69, 25, 18, 17, 19, 17]
2.16[20, 24, 71, 24, 17, 19, 18, 18]
2.182[20, 25, 72, 23, 16, 19, 17, 19]
2.197[19, 25, 60, 24, 18, 18, 17, 19]
2.22[20, 23, 60, 25, 17, 19, 19, 20]
2.242[21, 22, 65, 25, 18, 19, 20, 20]
2.259[20, 23, 65, 26, 19, 17, 20, 19]
2.28[19, 21, 63, 26, 19, 18, 19, 20]
2.303[19, 20, 63, 28, 19, 19, 19, 19]
2.317[18, 20, 63, 26, 21, 19, 19, 17]
2.34[18, 20, 56, 25, 19, 18, 19, 16]
2.362[18, 20, 55, 24, 19, 18, 20, 18]
2.377[19, 20, 63, 27, 20, 17, 20, 17]
2.4[20, 21, 66, 23, 19, 15, 20, 18]
2.422[21, 23, 64, 24, 19, 14, 21, 18]
2.437[21, 23, 66, 25, 18, 14, 19, 18]
2.46[21, 21, 70, 26, 19, 19, 18, 16]
2.482[20, 21, 75, 24, 17, 18, 19, 18]
2.497[19, 22, 70, 25, 17, 20, 19, 17]
2.52[18, 21, 68, 23, 16, 20, 18, 17]
2.542[19, 21, 78, 23, 17, 22, 19, 18]
2.557[19, 22, 85, 24, 16, 19, 19, 18]
2.58[19, 22, 77, 24, 17, 18, 20, 17]
2.602[21, 21, 76, 23, 19, 19, 20, 17]
2.617[21, 20, 83, 26, 20, 20, 20, 17]
2.64[19, 22, 71, 25, 20, 18, 20, 17]
2.662[20, 25, 63, 24, 21, 17, 21, 18]
2.677[20, 26, 69, 24, 21, 18, 18, 17]
2.7[19, 25, 68, 25, 19, 17, 19, 18]
2.722[20, 26, 61, 25, 19, 15, 18, 17]
2.737[19, 24, 69, 29, 20, 16, 19, 17]
2.76[18, 23, 70, 30, 17, 17, 16, 19]
2.782[18, 22, 73, 30, 18, 17, 19, 20]
2.797[16, 23, 76, 30, 18, 16, 18, 18]
2.82[16, 22, 88, 29, 18, 18, 19, 19]
2.842[17, 22, 86, 25, 19, 17, 18, 18]
2.857[17, 23, 84, 24, 20, 17, 19, 16]
2.88[19, 21, 84, 24, 19, 18, 17, 16]
2.902[19, 20, 91, 21, 20, 18, 17, 18]
2.917[19, 21, 83, 23, 20, 17, 17, 16]
2.94[21, 22, 79, 22, 20, 18, 19, 19]
2.962[21, 22, 87, 23, 22, 18, 20, 21]
2.977[19, 21, 81, 23, 24, 18, 21, 20]
3.0[20, 21, 67, 24, 23, 19, 21, 20]
3.022[20, 21, 62, 23, 22, 20, 20, 21]
3.037[19, 20, 68, 26, 23, 20, 20, 19]
3.06[19, 19, 60, 26, 20, 20, 18, 17]
3.082[19, 19, 58, 25, 19, 20, 18, 19]
3.105[17, 21, 62, 27, 18, 21, 18, 18]
3.12[19, 22, 70, 29, 17, 19, 17, 17]
3.142[18, 23, 68, 27, 16, 19, 18, 17]
3.165[19, 22, 66, 26, 16, 19, 18, 19]
3.18[19, 24, 65, 25, 19, 18, 19, 19]
3.202[19, 24, 80, 27, 19, 18, 19, 21]
3.225[18, 22, 77, 25, 21, 17, 19, 20]
3.241[18, 21, 72, 23, 21, 17, 19, 21]
3.262[19, 21, 75, 25, 22, 16, 19, 21]
3.286[20, 22, 80, 28, 20, 17, 18, 19]
3.3[22, 20, 60, 26, 20, 18, 18, 18]
3.322[23, 22, 54, 25, 21, 18, 18, 19]
3.345[21, 20, 55, 26, 22, 19, 16, 18]
3.36[22, 21, 82, 28, 22, 19, 16, 17]
3.382[22, 21, 75, 26, 22, 19, 16, 19]
3.406[20, 21, 77, 25, 21, 17, 17, 18]
3.42[21, 19, 78, 24, 21, 18, 17, 19]
3.442[23, 21, 78, 23, 21, 18, 18, 20]
3.466[22, 20, 68, 22, 20, 18, 19, 20]
3.48[22, 20, 82, 24, 19, 18, 18, 19]
3.502[21, 20, 81, 26, 20, 18, 19, 20]
3.525[20, 23, 88, 26, 21, 20, 20, 21]
3.54[20, 22, 102, 27, 20, 21, 19, 20]
3.563[19, 22, 94, 25, 20, 21, 20, 19]
3.585[20, 23, 84, 23, 20, 20, 22, 19]
3.6[19, 23, 110, 27, 21, 21, 22, 19]
3.622[20, 23, 113, 29, 19, 18, 21, 18]
3.645[18, 24, 101, 27, 19, 17, 21, 17]
3.66[16, 23, 98, 27, 20, 18, 21, 18]
3.682[16, 21, 103, 28, 20, 18, 18, 17]
3.705[16, 21, 78, 24, 21, 18, 20, 17]
3.72[15, 20, 67, 23, 20, 18, 20, 17]
3.742[17, 20, 83, 26, 22, 19, 21, 19]
3.765[16, 20, 102, 25, 20, 19, 19, 19]
3.78[16, 23, 109, 27, 20, 20, 21, 18]
3.802[17, 22, 106, 27, 18, 21, 19, 20]
3.825[18, 21, 108, 27, 18, 21, 19, 21]
3.84[18, 20, 101, 25, 17, 20, 18, 21]
3.862[18, 22, 91, 27, 18, 20, 20, 20]
3.885[18, 20, 73, 23, 19, 20, 20, 21]
3.9[18, 23, 106, 27, 18, 17, 19, 19]
3.922[17, 23, 105, 29, 18, 18, 20, 19]
3.945[17, 23, 100, 29, 19, 17, 19, 18]
3.96[19, 25, 92, 28, 20, 18, 21, 17]
3.982[20, 26, 97, 28, 21, 17, 20, 17]
4.005[20, 24, 73, 27, 22, 19, 21, 17]
4.02[21, 23, 71, 26, 24, 19, 21, 17]
4.042[21, 23, 72, 26, 24, 21, 22, 16]
4.066[20, 20, 73, 26, 23, 20, 18, 19]
4.088[18, 20, 81, 30, 24, 20, 17, 20]
4.102[19, 21, 73, 29, 23, 19, 17, 20]
4.126[18, 20, 75, 28, 23, 18, 17, 20]
4.148[19, 20, 74, 29, 22, 17, 17, 21]
4.162[19, 21, 79, 30, 23, 17, 18, 21]
4.185[18, 20, 67, 27, 23, 18, 19, 19]
4.208[17, 20, 77, 28, 22, 19, 20, 20]
4.222[17, 21, 76, 28, 21, 18, 21, 20]
4.245[18, 21, 83, 29, 21, 18, 20, 18]
4.268[18, 20, 77, 27, 19, 17, 20, 17]
4.282[18, 20, 78, 27, 19, 17, 19, 19]
4.306[18, 21, 66, 23, 19, 18, 19, 19]
4.328[17, 20, 72, 25, 21, 19, 18, 17]
4.342[16, 21, 72, 25, 21, 19, 19, 18]
4.365[19, 23, 68, 25, 22, 20, 18, 19]
4.388[19, 22, 64, 24, 21, 20, 19, 16]
4.402[22, 22, 62, 26, 20, 19, 20, 16]
4.425[24, 22, 50, 24, 19, 18, 19, 17]
4.448[24, 22, 44, 23, 21, 20, 19, 20]
4.462[23, 21, 39, 21, 19, 21, 20, 20]
4.485[24, 22, 39, 21, 20, 19, 19, 20]
4.508[22, 20, 38, 19, 20, 20, 18, 22]
4.522[20, 20, 74, 22, 21, 19, 18, 23]
4.546[21, 22, 78, 25, 19, 19, 18, 19]
4.568[20, 21, 78, 25, 19, 18, 17, 18]
4.582[19, 22, 78, 26, 19, 19, 19, 19]
4.606[19, 22, 90, 27, 21, 20, 20, 19]
4.628[19, 23, 72, 25, 22, 20, 20, 18]
4.643[18, 20, 64, 23, 22, 20, 19, 18]
4.665[18, 20, 64, 24, 23, 20, 19, 20]
