[39, 77, 198, 87, 43, 27, 25, 23]
1.19[39, 72, 156, 115, 57, 28, 23, 22]
1.19[38, 70, 140, 111, 52, 30, 24, 23]
1.22[38, 70, 140, 111, 52, 30, 24, 23]
1.22[38, 70, 140, 111, 52, 30, 24, 23]
1.22[38, 70, 140, 111, 52, 30, 24, 23]
1.22[38, 70, 140, 111, 52, 30, 24, 23]
1.22[38, 70, 140, 111, 52, 30, 24, 23]
1.22[38, 70, 140, 111, 52, 30, 24, 23]
1.22[38, 70, 140, 111, 52, 30, 24, 23]
1.22[38, 74, 173, 116, 52, 29, 23, 24]
1.24[38, 74, 173, 116, 52, 29, 23, 24]
1.24[38, 74, 173, 116, 52, 29, 23, 24]
1.24[38, 74, 173, 116, 52, 29, 23, 24]
1.24[38, 74, 173, 116, 52, 29, 23, 24]
1.24[38, 74, 173, 116, 52, 29, 23, 24]
1.24[38, 74, 173, 116, 52, 29, 23, 24]
1.24[38, 74, 173, 116, 52, 29, 23, 24]
1.24[38, 68, 187, 116, 54, 30, 23, 25]
1.25[38, 68, 187, 116, 54, 30, 23, 25]
1.25[38, 68, 187, 116, 54, 30, 23, 25]
1.25[38, 68, 187, 116, 54, 30, 23, 25]
1.25[38, 68, 187, 116, 54, 30, 23, 25]
1.25[38, 68, 187, 116, 54, 30, 23, 25]
1.25[38, 68, 187, 116, 54, 30, 23, 25]
1.25[38, 68, 187, 116, 54, 30, 23, 25]
1.25[33, 65, 191, 115, 52, 28, 22, 25]
1.28[33, 65, 191, 115, 52, 28, 22, 25]
1.28[33, 65, 191, 115, 52, 28, 22, 25]
1.28[33, 65, 191, 115, 52, 28, 22, 25]
1.28[33, 65, 191, 115, 52, 28, 22, 25]
1.28[33, 65, 191, 115, 52, 28, 22, 25]
1.28[33, 65, 191, 115, 52, 28, 22, 25]
1.28[33, 65, 191, 115, 52, 28, 22, 25]
1.28[33, 70, 223, 106, 52, 28, 22, 25]
1.3[33, 70, 223, 106, 52, 28, 22, 25]
1.3[33, 70, 223, 106, 52, 28, 22, 25]
1.3[33, 70, 223, 106, 52, 28, 22, 25]
1.3[33, 70, 223, 106, 52, 28, 22, 25]
1.3[33, 70, 223, 106, 52, 28, 22, 25]
1.3[33, 70, 223, 106, 52, 28, 22, 25]
1.3[33, 70, 223, 106, 52, 28, 22, 25]
1.3[32, 71, 231, 119, 49, 27, 23, 24]
1.31[32, 71, 231, 119, 49, 27, 23, 24]
1.31[32, 71, 231, 119, 49, 27, 23, 24]
1.31[32, 71, 231, 119, 49, 27, 23, 24]
1.31[32, 71, 231, 119, 49, 27, 23, 24]
1.31[32, 71, 231, 119, 49, 27, 23, 24]
1.31[32, 71, 231, 119, 49, 27, 23, 24]
1.31[32, 71, 231, 119, 49, 27, 23, 24]
1.31[31, 66, 195, 117, 48, 28, 23, 24]
1.34[31, 66, 195, 117, 48, 28, 23, 24]
1.34[31, 66, 195, 117, 48, 28, 23, 24]
1.34[31, 66, 195, 117, 48, 28, 23, 24]
1.34[31, 66, 195, 117, 48, 28, 23, 24]
1.34[31, 66, 195, 117, 48, 28, 23, 24]
1.34[31, 66, 195, 117, 48, 28, 23, 24]
1.34[31, 66, 195, 117, 48, 28, 23, 24]
1.34[30, 69, 177, 132, 54, 29, 24, 23]
1.36[30, 69, 177, 132, 54, 29, 24, 23]
1.36[30, 69, 177, 132, 54, 29, 24, 23]
1.36[30, 69, 177, 132, 54, 29, 24, 23]
